YY;MM;DD;hora;irradiancia;temperatura;precipitacion
2020;12;26;13;534.63;28.8;0.23
2020;12;26;14;392.16;28.36;0.27
2020;12;26;15;250.49;27.4;0.31
2020;12;26;16;131.2;26.08;0.34
2020;12;26;17;20.31;24.38;0.3
2020;12;26;18;0.0;23.29;0.29
2020;12;26;19;0.0;22.73;0.29
2020;12;26;20;0.0;22.19;0.12
2020;12;26;21;0.0;21.7;0.07
2020;12;26;22;0.0;21.27;0.05
2020;12;26;23;0.0;20.93;0.05
2020;12;27;0;0.0;20.76;0.08
2020;12;27;1;0.0;20.69;0.1
2020;12;27;2;0.0;20.19;0.11
2020;12;27;3;0.0;19.76;0.12
2020;12;27;4;0.0;19.53;0.11
2020;12;27;5;0.0;19.3;0.1
2020;12;27;6;47.99;19.87;0.1
2020;12;27;7;200.85;21.61;0.0
2020;12;27;8;361.85;23.25;0.0
2020;12;27;9;427.32;25.94;0.0
2020;12;27;10;563.33;28.01;0.0
2020;12;27;11;570.53;29.16;0.0
2020;12;27;12;547.27;29.75;0.0
2020;12;27;13;473.67;29.84;0.0
2020;12;27;14;444.53;29.41;0.0
2020;12;27;15;298.38;28.65;0.0
2020;12;27;16;136.15;27.61;0.0
2020;12;27;17;21.73;25.62;0.0
2020;12;27;18;0.0;23.94;0.0
2020;12;27;19;0.0;23.1;0.0
2020;12;27;20;0.0;22.67;0.0
2020;12;27;21;0.0;22.37;0.0
2020;12;27;22;0.0;21.65;0.0
2020;12;27;23;0.0;20.89;0.0
2020;12;28;0;0.0;20.29;0.0
2020;12;28;1;0.0;19.9;0.0
2020;12;28;2;0.0;19.69;0.0
2020;12;28;3;0.0;19.52;0.0
2020;12;28;4;0.0;19.67;0.0
2020;12;28;5;0.0;19.8;0.0
2020;12;28;6;58.6;20.41;0.0
2020;12;28;7;259.63;21.82;0.01
2020;12;28;8;486.71;23.39;0.01
2020;12;28;9;611.37;25.31;0.01
2020;12;28;10;757.62;27.07;0.01
2020;12;28;11;765.3;28.67;0.01
2020;12;28;12;699.6;29.66;0.01
2020;12;28;13;584.33;30.02;0.01
2020;12;28;14;460.11;29.67;0.01
2020;12;28;15;305.88;28.97;0.01
2020;12;28;16;149.16;28.13;0.02
2020;12;28;17;20.85;26.23;0.02
2020;12;28;18;0.0;24.76;0.01
2020;12;28;19;0.0;24.02;0.01
2020;12;28;20;0.0;23.48;0.01
2020;12;28;21;0.0;23.01;0.01
2020;12;28;22;0.0;22.69;0.0
2020;12;28;23;0.0;22.48;0.0
2020;12;29;0;0.0;22.1;0.01
2020;12;29;1;0.0;21.7;0.01
2020;12;29;2;0.0;21.34;0.01
2020;12;29;3;0.0;21.03;0.01
2020;12;29;4;0.0;20.91;0.01
2020;12;29;5;0.0;20.98;0.01
2020;12;29;6;49.04;21.13;0.01
2020;12;29;7;243.65;22.08;0.53
2020;12;29;8;452.48;23.2;0.47
2020;12;29;9;582.5;24.63;0.54
2020;12;29;10;663.22;26.15;0.46
2020;12;29;11;660.99;27.32;0.45
2020;12;29;12;592.65;27.98;0.53
2020;12;29;13;416.01;28.08;0.67
2020;12;29;14;429.62;27.82;0.64
2020;12;29;15;264.3;27.19;0.7
2020;12;29;16;120.83;26.03;0.77
2020;12;29;17;22.32;24.15;0.77
2020;12;29;18;0.0;22.99;0.74
2020;12;29;19;0.0;22.63;0.83
2020;12;29;20;0.0;22.37;0.81
2020;12;29;21;0.0;22.04;0.68
2020;12;29;22;0.0;21.67;0.65
2020;12;29;23;0.0;21.28;0.6
2020;12;30;0;0.0;20.8;0.57
2020;12;30;1;0.0;20.45;0.61
2020;12;30;2;0.0;20.23;0.48
2020;12;30;3;0.0;19.98;0.54
2020;12;30;4;0.0;19.76;0.7
2020;12;30;5;0.0;19.7;0.7
2020;12;30;6;40.4;19.95;0.77
2020;12;30;7;160.45;20.57;0.3
2020;12;30;8;322.53;21.69;0.29
2020;12;30;9;428.33;23.54;0.32
2020;12;30;10;502.71;25.56;0.37
2020;12;30;11;506.9;26.65;0.45
2020;12;30;12;449.59;27.48;0.54
2020;12;30;13;422.06;27.6;0.62
2020;12;30;14;330.89;26.83;0.62
2020;12;30;15;189.89;25.8;0.69
2020;12;30;16;129.14;24.64;0.61
2020;12;30;17;20.77;23.15;0.49
2020;12;30;18;0.0;22.25;0.4
2020;12;30;19;0.0;21.74;0.36
2020;12;30;20;0.0;21.33;0.35
2020;12;30;21;0.0;20.91;0.39
2020;12;30;22;0.0;20.69;0.44
2020;12;30;23;0.0;20.44;0.45
2020;12;31;0;0.0;20.17;0.52
2020;12;31;1;0.0;19.8;0.68
2020;12;31;2;0.0;19.56;0.63
2020;12;31;3;0.0;19.48;0.76
2020;12;31;4;0.0;19.43;0.93
2020;12;31;5;0.0;19.44;1.01
2020;12;31;6;40.8;19.65;1.06
2020;12;31;7;147.32;20.29;1.07
2020;12;31;8;273.12;21.22;0.94
2020;12;31;9;352.07;22.87;0.77
2020;12;31;10;357.42;24.67;0.71
2020;12;31;11;412.8;26.08;0.65
2020;12;31;12;416.94;27.12;0.53
2020;12;31;13;365.46;27.56;0.41
2020;12;31;14;265.92;27.52;0.3
2020;12;31;15;183.93;26.74;0.23
2020;12;31;16;110.43;25.62;0.2
2020;12;31;17;21.69;23.82;0.17
2020;12;31;18;0.0;22.75;0.14
2020;12;31;19;0.0;22.49;0.18
2020;12;31;20;0.0;21.96;0.19
2020;12;31;21;0.0;21.66;0.2
2020;12;31;22;0.0;21.31;0.22
2020;12;31;23;0.0;20.87;0.27
2021;1;1;0;0.0;20.65;0.35
2021;1;1;1;0.0;20.41;0.12
2021;1;1;2;0.0;20.24;0.12
2021;1;1;3;0.0;20.16;0.12
2021;1;1;4;0.0;20.13;0.12
2021;1;1;5;0.0;20.05;0.14
2021;1;1;6;44.48;20.67;0.15
2021;1;1;7;153.77;22.54;0.11
2021;1;1;8;292.69;24.15;0.1
2021;1;1;9;420.47;26.33;0.11
2021;1;1;10;588.97;28.32;0.13
2021;1;1;11;605.87;29.37;0.16
2021;1;1;12;589.53;29.94;0.17
2021;1;1;13;487.02;29.98;0.2
2021;1;1;14;400.43;29.4;0.17
2021;1;1;15;273.12;28.37;0.16
2021;1;1;16;126.12;26.8;0.13
2021;1;1;17;24.52;24.45;0.13
2021;1;1;18;0.0;22.94;0.12
2021;1;1;19;0.0;22.33;0.09
2021;1;1;20;0.0;22.01;0.08
2021;1;1;21;0.0;21.72;0.07
2021;1;1;22;0.0;21.55;0.06
2021;1;1;23;0.0;21.37;0.08
2021;1;2;0;0.0;21.19;0.12
2021;1;2;1;0.0;20.89;0.17
2021;1;2;2;0.0;20.69;0.16
2021;1;2;3;0.0;20.53;0.19
2021;1;2;4;0.0;20.37;0.18
2021;1;2;5;0.0;20.27;0.17
2021;1;2;6;43.75;20.79;0.16
2021;1;2;7;158.45;22.61;0.01
2021;1;2;8;290.16;24.23;0.01
2021;1;2;9;323.08;26.58;0.01
2021;1;2;10;407.38;28.76;0.01
2021;1;2;11;465.44;30.14;0.01
2021;1;2;12;541.71;30.9;0.01
2021;1;2;13;470.8;30.88;0.02
2021;1;2;14;365.28;30.36;0.02
2021;1;2;15;262.48;29.46;0.01
2021;1;2;16;163.59;28.12;0.01
2021;1;2;17;26.56;25.69;0.01
2021;1;2;18;0.0;24.12;0.01
2021;1;2;19;0.0;23.51;0.01
2021;1;2;20;0.0;22.99;0.01
2021;1;2;21;0.0;22.55;0.01
2021;1;2;22;0.0;22.19;0.01
2021;1;2;23;0.0;22.04;0.01
2021;1;3;0;0.0;21.87;0.01
2021;1;3;1;0.0;21.5;0.01
2021;1;3;2;0.0;21.26;0.02
2021;1;3;3;0.0;21.06;0.03
2021;1;3;4;0.0;20.87;0.04
2021;1;3;5;0.0;20.64;0.04
2021;1;3;6;44.69;20.94;0.04
2021;1;3;7;181.9;21.86;0.48
2021;1;3;8;321.84;22.51;0.35
2021;1;3;9;389.24;23.46;0.29
2021;1;3;10;460.84;24.76;0.2
2021;1;3;11;450.47;26.27;0.18
2021;1;3;12;474.2;27.48;0.19
2021;1;3;13;505.38;27.82;0.18
2021;1;3;14;335.21;27.5;0.17
2021;1;3;15;226.48;26.56;0.14
2021;1;3;16;120.77;25.37;0.11
2021;1;3;17;27.2;23.6;0.1
2021;1;3;18;0.0;22.42;0.1
2021;1;3;19;0.0;21.88;0.1
2021;1;3;20;0.0;21.44;0.1
2021;1;3;21;0.0;21.04;0.1
2021;1;3;22;0.0;20.64;0.1
2021;1;3;23;0.0;20.26;0.11
2021;1;4;0;0.0;19.84;0.13
2021;1;4;1;0.0;19.39;0.12
2021;1;4;2;0.0;18.92;0.11
2021;1;4;3;0.0;18.52;0.1
2021;1;4;4;0.0;18.18;0.08
2021;1;4;5;0.0;17.92;0.06
2021;1;4;6;46.59;18.12;0.05
2021;1;4;7;200.02;19.04;0.28
2021;1;4;8;374.5;20.86;0.28
2021;1;4;9;361.09;23.53;0.32
2021;1;4;10;534.0;26.15;0.26
2021;1;4;11;569.35;28.27;0.24
2021;1;4;12;632.75;29.56;0.3
2021;1;4;13;525.21;30.09;0.32
2021;1;4;14;413.0;29.89;0.28
2021;1;4;15;270.48;29.08;0.32
2021;1;4;16;143.91;27.46;0.42
2021;1;4;17;24.3;24.76;0.61
2021;1;4;18;0.0;23.37;0.68
2021;1;4;19;0.0;22.86;0.64
2021;1;4;20;0.0;22.37;0.52
2021;1;4;21;0.0;21.84;0.46
2021;1;4;22;0.0;21.44;0.37
2021;1;4;23;0.0;21.08;0.33
2021;1;5;0;0.0;20.7;0.31
2021;1;5;1;0.0;20.29;0.31
2021;1;5;2;0.0;19.97;0.36
2021;1;5;3;0.0;19.71;0.32
2021;1;5;4;0.0;19.52;0.31
2021;1;5;5;0.0;19.36;0.24
2021;1;5;6;50.94;19.58;0.13
2021;1;5;7;269.95;20.97;0.0
2021;1;5;8;502.73;22.82;0.0
2021;1;5;9;691.79;25.64;0.0
2021;1;5;10;841.08;28.1;0.0
2021;1;5;11;926.46;29.52;0.0
2021;1;5;12;903.05;30.43;0.0
2021;1;5;13;772.27;30.8;0.0
2021;1;5;14;607.16;30.62;0.0
2021;1;5;15;430.23;29.87;0.0
2021;1;5;16;223.96;28.42;0.0
2021;1;5;17;37.09;25.27;0.0
2021;1;5;18;0.0;23.64;0.0
2021;1;5;19;0.0;22.83;0.0
2021;1;5;20;0.0;21.87;0.0
2021;1;5;21;0.0;21.15;0.0
2021;1;5;22;0.0;20.62;0.0
2021;1;5;23;0.0;20.23;0.0
2021;1;6;0;0.0;20.01;0.0
2021;1;6;1;0.0;19.53;0.0
2021;1;6;2;0.0;19.11;0.0
2021;1;6;3;0.0;18.67;0.0
2021;1;6;4;0.0;18.01;0.0
2021;1;6;5;0.0;17.2;0.0
2021;1;6;6;46.83;17.89;0.0
2021;1;6;7;254.73;21.48;0.02
2021;1;6;8;493.84;24.7;0.06
2021;1;6;9;700.19;26.88;0.11
2021;1;6;10;829.67;28.48;0.13
2021;1;6;11;937.61;29.71;0.13
2021;1;6;12;823.67;30.51;0.12
2021;1;6;13;642.16;30.81;0.1
2021;1;6;14;449.5;30.69;0.08
2021;1;6;15;291.86;30.05;0.06
2021;1;6;16;135.3;28.59;0.05
2021;1;6;17;28.58;25.88;0.03
2021;1;6;18;0.0;24.38;0.02
2021;1;6;19;0.0;23.79;0.02
2021;1;6;20;0.0;23.37;0.01
2021;1;6;21;0.0;22.99;0.01
2021;1;6;22;0.0;22.72;0.01
2021;1;6;23;0.0;22.5;0.01
2021;1;7;0;0.0;22.19;0.01
2021;1;7;1;0.0;22.08;0.01
2021;1;7;2;0.0;21.73;0.01
2021;1;7;3;0.0;21.25;0.0
2021;1;7;4;0.0;20.76;0.0
2021;1;7;5;0.0;20.37;0.0
2021;1;7;6;45.45;20.5;0.0
2021;1;7;7;189.6;22.69;0.0
2021;1;7;8;361.27;25.35;0.04
2021;1;7;9;468.12;27.67;0.1
2021;1;7;10;504.74;29.2;0.16
2021;1;7;11;488.02;30.3;0.2
2021;1;7;12;441.32;30.59;0.24
2021;1;7;13;379.68;30.26;0.3
2021;1;7;14;305.6;29.5;0.28
2021;1;7;15;213.45;28.44;0.24
2021;1;7;16;131.56;26.99;0.29
2021;1;7;17;27.59;24.95;0.27
2021;1;7;18;0.0;23.6;0.16
2021;1;7;19;0.0;22.98;0.12
2021;1;7;20;0.0;22.44;0.07
2021;1;7;21;0.0;21.94;0.06
2021;1;7;22;0.0;21.51;0.06
2021;1;7;23;0.0;21.16;0.07
2021;1;8;0;0.0;20.9;0.19
2021;1;8;1;0.0;20.55;0.39
2021;1;8;2;0.0;20.4;0.38
2021;1;8;3;0.0;20.45;0.47
2021;1;8;4;0.0;20.28;0.56
2021;1;8;5;0.0;20.18;0.58
2021;1;8;6;32.02;20.77;0.44
2021;1;8;7;133.12;22.77;0.02
2021;1;8;8;264.76;24.62;0.02
2021;1;8;9;347.92;27.22;0.02
2021;1;8;10;263.7;29.26;0.02
2021;1;8;11;280.72;30.38;0.02
2021;1;8;12;321.7;30.63;0.02
2021;1;8;13;393.12;30.17;0.02
2021;1;8;14;320.73;29.62;0.02
2021;1;8;15;233.71;28.62;0.02
2021;1;8;16;93.05;27.24;0.02
2021;1;8;17;20.61;25.12;0.01
2021;1;8;18;0.0;23.81;0.01
2021;1;8;19;0.0;23.22;0.01
2021;1;8;20;0.0;22.71;0.01
2021;1;8;21;0.0;22.19;0.01
2021;1;8;22;0.0;21.95;0.01
2021;1;8;23;0.0;21.8;0.01
2021;1;9;0;0.0;21.6;0.02
2021;1;9;1;0.0;21.42;0.03
2021;1;9;2;0.0;21.29;0.03
2021;1;9;3;0.0;21.03;0.03
2021;1;9;4;0.0;20.69;0.03
2021;1;9;5;0.0;20.4;0.03
2021;1;9;6;29.56;21.08;0.01
2021;1;9;7;125.92;23.19;0.12
2021;1;9;8;295.96;25.43;0.09
2021;1;9;9;341.75;27.89;0.1
2021;1;9;10;438.89;29.23;0.11
2021;1;9;11;423.38;29.84;0.12
2021;1;9;12;396.11;30.04;0.13
2021;1;9;13;362.3;29.67;0.14
2021;1;9;14;320.84;28.83;0.15
2021;1;9;15;243.52;27.68;0.14
2021;1;9;16;134.95;26.25;0.11
2021;1;9;17;29.77;24.52;0.11
2021;1;9;18;0.0;23.35;0.09
2021;1;9;19;0.0;22.77;0.06
2021;1;9;20;0.0;22.33;0.05
2021;1;9;21;0.0;22.08;0.05
2021;1;9;22;0.0;21.85;0.06
2021;1;9;23;0.0;21.54;0.07
2021;1;10;0;0.0;21.28;0.08
2021;1;10;1;0.0;21.08;0.1
2021;1;10;2;0.0;20.71;0.11
2021;1;10;3;0.0;20.29;0.12
2021;1;10;4;0.0;19.85;0.11
2021;1;10;5;0.0;19.59;0.11
2021;1;10;6;26.99;20.21;0.12
2021;1;10;7;113.09;22.2;0.08
2021;1;10;8;213.95;24.6;0.08
2021;1;10;9;316.79;27.37;0.11
2021;1;10;10;357.59;29.35;0.12
2021;1;10;11;458.34;30.61;0.12
2021;1;10;12;472.23;31.01;0.14
2021;1;10;13;486.19;30.85;0.16
2021;1;10;14;405.62;30.22;0.17
2021;1;10;15;261.48;29.2;0.17
2021;1;10;16;129.77;27.82;0.16
2021;1;10;17;30.52;25.47;0.16
2021;1;10;18;0.0;23.87;0.12
2021;1;10;19;0.0;23.18;0.08
2021;1;10;20;0.0;22.67;0.07
2021;1;10;21;0.0;22.28;0.09
2021;1;10;22;0.0;21.83;0.12
2021;1;10;23;0.0;21.45;0.14
2021;1;11;0;0.0;21.17;0.15
2021;1;11;1;0.0;20.88;0.14
2021;1;11;2;0.0;20.76;0.13
2021;1;11;3;0.0;20.73;0.12
2021;1;11;4;0.0;20.74;0.13
2021;1;11;5;0.0;20.61;0.15
2021;1;11;6;34.05;20.93;0.16
2021;1;11;7;109.42;22.94;0.01
2021;1;11;8;148.37;24.96;0.01
2021;1;11;9;180.98;27.94;0.01
2021;1;11;10;348.55;30.23;0.01
2021;1;11;11;450.75;31.73;0.01
2021;1;11;12;450.77;32.49;0.01
2021;1;11;13;354.54;32.67;0.01
2021;1;11;14;276.38;32.18;0.01
2021;1;11;15;207.43;31.13;0.01
2021;1;11;16;125.91;29.44;0.01
2021;1;11;17;33.7;26.78;0.01
2021;1;11;18;0.0;25.17;0.01
2021;1;11;19;0.0;24.5;0.01
2021;1;11;20;0.0;23.82;0.01
2021;1;11;21;0.0;23.22;0.01
2021;1;11;22;0.0;22.72;0.01
2021;1;11;23;0.0;22.12;0.01
2021;1;12;0;0.0;21.51;0.01
2021;1;12;1;0.0;20.94;0.01
2021;1;12;2;0.0;20.51;0.0
2021;1;12;3;0.0;20.25;0.0
2021;1;12;4;0.0;20.06;0.0
2021;1;12;5;0.0;19.87;0.0
2021;1;12;6;46.36;20.58;0.0
2021;1;12;7;226.11;22.89;0.01
2021;1;12;8;431.95;25.76;0.01
2021;1;12;9;599.98;28.03;0.01
2021;1;12;10;678.41;29.64;0.01
2021;1;12;11;806.87;30.88;0.01
2021;1;12;12;820.51;31.66;0.01
2021;1;12;13;722.21;31.83;0.01
2021;1;12;14;534.9;31.35;0.01
2021;1;12;15;380.31;30.23;0.01
2021;1;12;16;200.22;28.75;0.01
2021;1;12;17;42.19;25.98;0.01
2021;1;12;18;0.0;24.12;0.0
2021;1;12;19;0.0;23.07;0.0
2021;1;12;20;0.0;22.3;0.0
2021;1;12;21;0.0;21.61;0.0
2021;1;12;22;0.0;21.01;0.0
2021;1;12;23;0.0;20.5;0.0
2021;1;13;0;0.0;19.98;0.0
2021;1;13;1;0.0;19.48;0.0
2021;1;13;2;0.0;19.15;0.0
2021;1;13;3;0.0;18.71;0.0
2021;1;13;4;0.0;18.12;0.0
2021;1;13;5;0.0;17.78;0.0
2021;1;13;6;45.77;19.08;0.0
2021;1;13;7;261.27;22.2;0.0
2021;1;13;8;483.84;25.37;0.0
2021;1;13;9;658.52;27.86;0.0
2021;1;13;10;800.83;29.73;0.0
2021;1;13;11;844.2;31.16;0.0
2021;1;13;12;856.3;32.12;0.0
2021;1;13;13;760.31;32.42;0.0
2021;1;13;14;550.57;32.16;0.0
2021;1;13;15;392.75;31.39;0.0
2021;1;13;16;187.68;29.85;0.0
2021;1;13;17;33.69;26.48;0.0
2021;1;13;18;0.0;24.22;0.0
2021;1;13;19;0.0;23.11;0.0
2021;1;13;20;0.0;22.32;0.0
2021;1;13;21;0.0;21.68;0.0
2021;1;13;22;0.0;21.12;0.0
2021;1;13;23;0.0;20.52;0.0
2021;1;14;0;0.0;19.92;0.0
2021;1;14;1;0.0;19.29;0.0
2021;1;14;2;0.0;18.79;0.0
2021;1;14;3;0.0;18.48;0.0
2021;1;14;4;0.0;18.12;0.0
2021;1;14;5;0.0;17.86;0.0
2021;1;14;6;47.23;19.18;0.0
2021;1;14;7;277.99;22.99;0.02
2021;1;14;8;523.4;26.2;0.02
2021;1;14;9;714.18;28.26;0.03
2021;1;14;10;836.92;29.71;0.03
2021;1;14;11;891.2;30.96;0.02
2021;1;14;12;870.27;31.91;0.02
2021;1;14;13;737.13;32.3;0.03
2021;1;14;14;566.19;32.02;0.05
2021;1;14;15;378.59;30.9;0.09
2021;1;14;16;192.74;28.97;0.12
2021;1;14;17;36.02;26.33;0.13
2021;1;14;18;0.0;24.33;0.12
2021;1;14;19;0.0;22.9;0.09
2021;1;14;20;0.0;21.87;0.07
2021;1;14;21;0.0;20.98;0.08
2021;1;14;22;0.0;20.21;0.06
2021;1;14;23;0.0;19.54;0.06
2021;1;15;0;0.0;19.06;0.05
2021;1;15;1;0.0;18.73;0.03
2021;1;15;2;0.0;18.58;0.03
2021;1;15;3;0.0;18.4;0.02
2021;1;15;4;0.0;18.13;0.02
2021;1;15;5;0.0;17.68;0.01
2021;1;15;6;47.95;18.4;0.01
2021;1;15;7;279.91;21.04;0.02
2021;1;15;8;528.53;24.09;0.01
2021;1;15;9;737.75;27.3;0.02
2021;1;15;10;891.07;29.4;0.03
2021;1;15;11;971.16;30.65;0.04
2021;1;15;12;925.68;31.15;0.05
2021;1;15;13;837.26;30.94;0.08
2021;1;15;14;650.65;30.49;0.15
2021;1;15;15;449.65;29.83;0.18
2021;1;15;16;244.56;28.32;0.15
2021;1;15;17;47.66;25.59;0.13
2021;1;15;18;0.0;24.26;0.14
2021;1;15;19;0.0;23.46;0.08
2021;1;15;20;0.0;22.62;0.06
2021;1;15;21;0.0;21.76;0.07
2021;1;15;22;0.0;21.08;0.1
2021;1;15;23;0.0;20.46;0.16
2021;1;16;0;0.0;20.05;0.19
2021;1;16;1;0.0;19.76;0.19
2021;1;16;2;0.0;19.36;0.14
2021;1;16;3;0.0;18.95;0.12
2021;1;16;4;0.0;18.54;0.09
2021;1;16;5;0.0;18.02;0.08
2021;1;16;6;48.02;18.95;0.07
2021;1;16;7;262.52;21.51;0.01
2021;1;16;8;497.08;24.08;0.01
2021;1;16;9;673.19;27.06;0.01
2021;1;16;10;764.99;29.22;0.01
2021;1;16;11;848.62;30.4;0.0
2021;1;16;12;798.0;30.98;0.0
2021;1;16;13;674.62;31.12;0.01
2021;1;16;14;572.74;30.69;0.02
2021;1;16;15;395.66;29.68;0.03
2021;1;16;16;208.55;28.3;0.04
2021;1;16;17;47.57;25.95;0.04
2021;1;16;18;0.0;24.12;0.05
2021;1;16;19;0.0;23.4;0.06
2021;1;16;20;0.0;22.99;0.05
2021;1;16;21;0.0;22.74;0.08
2021;1;16;22;0.0;22.41;0.1
2021;1;16;23;0.0;22.0;0.14
2021;1;17;0;0.0;21.51;0.14
2021;1;17;1;0.0;20.94;0.11
2021;1;17;2;0.0;20.47;0.09
2021;1;17;3;0.0;20.05;0.07
2021;1;17;4;0.0;19.66;0.05
2021;1;17;5;0.0;19.34;0.04
2021;1;17;6;47.57;19.73;0.03
2021;1;17;7;271.93;21.15;0.1
2021;1;17;8;518.66;23.55;0.05
2021;1;17;9;695.7;26.81;0.04
2021;1;17;10;842.06;29.28;0.03
2021;1;17;11;859.7;30.73;0.05
2021;1;17;12;827.68;31.49;0.07
2021;1;17;13;695.65;31.55;0.1
2021;1;17;14;547.48;30.87;0.09
2021;1;17;15;391.74;29.69;0.12
2021;1;17;16;215.0;28.05;0.13
2021;1;17;17;47.7;25.68;0.13
2021;1;17;18;0.0;24.01;0.13
2021;1;17;19;0.0;23.31;0.1
2021;1;17;20;0.0;22.75;0.07
2021;1;17;21;0.0;22.23;0.07
2021;1;17;22;0.0;21.65;0.07
2021;1;17;23;0.0;21.07;0.06
2021;1;18;0;0.0;20.54;0.07
2021;1;18;1;0.0;20.12;0.08
2021;1;18;2;0.0;19.84;0.07
2021;1;18;3;0.0;19.6;0.06
2021;1;18;4;0.0;19.42;0.06
2021;1;18;5;0.0;19.29;0.06
2021;1;18;6;40.82;19.66;0.07
2021;1;18;7;223.95;21.69;0.15
2021;1;18;8;471.59;23.43;0.13
2021;1;18;9;609.04;26.19;0.15
2021;1;18;10;750.91;28.73;0.06
2021;1;18;11;750.16;30.45;0.03
2021;1;18;12;729.99;31.4;0.04
2021;1;18;13;636.23;31.63;0.09
2021;1;18;14;525.9;31.34;0.13
2021;1;18;15;366.4;30.53;0.12
2021;1;18;16;202.39;28.76;0.17
2021;1;18;17;44.06;25.59;0.2
2021;1;18;18;0.0;23.8;0.26
2021;1;18;19;0.0;23.23;0.17
2021;1;18;20;0.0;22.61;0.1
2021;1;18;21;0.0;22.07;0.1
2021;1;18;22;0.0;21.69;0.12
2021;1;18;23;0.0;21.37;0.14
2021;1;19;0;0.0;21.1;0.13
2021;1;19;1;0.0;20.83;0.13
2021;1;19;2;0.0;20.69;0.1
2021;1;19;3;0.0;20.4;0.11
2021;1;19;4;0.0;20.05;0.12
2021;1;19;5;0.0;19.58;0.12
2021;1;19;6;44.48;19.99;0.14
2021;1;19;7;242.46;22.11;0.34
2021;1;19;8;473.79;24.0;0.41
2021;1;19;9;647.29;26.69;0.4
2021;1;19;10;770.24;28.8;0.27
2021;1;19;11;860.94;30.15;0.16
2021;1;19;12;831.23;30.95;0.15
2021;1;19;13;756.16;31.27;0.09
2021;1;19;14;638.29;30.96;0.11
2021;1;19;15;452.8;30.06;0.12
2021;1;19;16;243.21;28.52;0.16
2021;1;19;17;50.09;25.77;0.22
2021;1;19;18;0.0;24.03;0.27
2021;1;19;19;0.0;23.03;0.26
2021;1;19;20;0.0;22.15;0.18
2021;1;19;21;0.0;21.53;0.17
2021;1;19;22;0.0;21.1;0.27
2021;1;19;23;0.0;20.85;0.37
2021;1;20;0;0.0;20.61;0.46
2021;1;20;1;0.0;20.26;0.5
2021;1;20;2;0.0;19.99;0.5
2021;1;20;3;0.0;19.87;0.43
2021;1;20;4;0.0;19.76;0.47
2021;1;20;5;0.0;19.57;0.6
2021;1;20;6;37.98;20.12;0.91
2021;1;20;7;185.22;22.19;0.0
2021;1;20;8;373.33;24.12;0.0
2021;1;20;9;397.02;27.17;0.0
2021;1;20;10;684.23;29.4;0.0
2021;1;20;11;784.05;30.87;0.0
2021;1;20;12;718.45;31.82;0.0
2021;1;20;13;681.81;32.11;0.0
2021;1;20;14;490.28;31.84;0.0
2021;1;20;15;361.28;31.08;0.0
2021;1;20;16;193.91;29.54;0.0
2021;1;20;17;39.98;26.48;0.0
2021;1;20;18;0.0;24.4;0.0
2021;1;20;19;0.0;23.32;0.0
2021;1;20;20;0.0;22.6;0.0
2021;1;20;21;0.0;22.11;0.0
2021;1;20;22;0.0;21.76;0.0
2021;1;20;23;0.0;21.45;0.0
2021;1;21;0;0.0;21.08;0.0
2021;1;21;1;0.0;20.59;0.0
2021;1;21;2;0.0;20.05;0.0
2021;1;21;3;0.0;19.44;0.0
2021;1;21;4;0.0;18.98;0.0
2021;1;21;5;0.0;18.58;0.0
2021;1;21;6;29.86;19.48;0.0
2021;1;21;7;165.49;22.61;0.0
2021;1;21;8;339.79;25.37;0.0
2021;1;21;9;482.72;27.76;0.0
2021;1;21;10;592.84;29.61;0.0
2021;1;21;11;712.6;30.86;0.0
2021;1;21;12;743.1;31.52;0.0
2021;1;21;13;655.7;31.76;0.0
2021;1;21;14;537.41;31.44;0.0
2021;1;21;15;379.76;30.23;0.0
2021;1;21;16;202.62;28.83;0.0
2021;1;21;17;40.38;26.58;0.0
2021;1;21;18;0.0;25.05;0.0
2021;1;21;19;0.0;24.24;0.0
2021;1;21;20;0.0;23.51;0.0
2021;1;21;21;0.0;22.82;0.0
2021;1;21;22;0.0;22.26;0.0
2021;1;21;23;0.0;21.76;0.0
2021;1;22;0;0.0;21.28;0.0
2021;1;22;1;0.0;20.94;0.0
2021;1;22;2;0.0;20.8;0.0
2021;1;22;3;0.0;20.64;0.0
2021;1;22;4;0.0;20.53;0.0
2021;1;22;5;0.0;20.3;0.0
2021;1;22;6;42.74;20.95;0.0
2021;1;22;7;195.99;23.39;0.0
2021;1;22;8;391.73;26.1;0.0
2021;1;22;9;499.48;28.52;0.0
2021;1;22;10;633.66;30.34;0.0
2021;1;22;11;699.5;31.59;0.0
2021;1;22;12;664.24;32.34;0.0
2021;1;22;13;577.84;32.37;0.0
2021;1;22;14;376.43;31.89;0.0
2021;1;22;15;270.6;30.71;0.0
2021;1;22;16;139.16;29.17;0.0
2021;1;22;17;38.32;26.82;0.0
2021;1;22;18;0.0;25.1;0.0
2021;1;22;19;0.0;24.21;0.0
2021;1;22;20;0.0;23.54;0.0
2021;1;22;21;0.0;23.01;0.0
2021;1;22;22;0.0;22.57;0.0
2021;1;22;23;0.0;22.12;0.0
2021;1;23;0;0.0;21.73;0.0
2021;1;23;1;0.0;21.5;0.0
2021;1;23;2;0.0;21.24;0.0
2021;1;23;3;0.0;20.91;0.0
2021;1;23;4;0.0;20.65;0.0
2021;1;23;5;0.0;20.46;0.0
