YY;MM;DD;hora;irradiancia;temperatura;precipitacion
2020;1;1;0;0.0;22.94;0.55
2020;1;1;1;0.0;22.57;0.59
2020;1;1;2;0.0;22.09;0.6
2020;1;1;3;0.0;21.54;0.53
2020;1;1;4;0.0;21.09;0.43
2020;1;1;5;0.0;20.76;0.37
2020;1;1;6;33.28;20.97;0.32
2020;1;1;7;174.02;22.55;0.06
2020;1;1;8;327.12;24.44;0.06
2020;1;1;9;452.56;26.26;0.06
2020;1;1;10;527.3;28.61;0.06
2020;1;1;11;535.81;30.19;0.06
2020;1;1;12;528.34;31.51;0.06
2020;1;1;13;471.7;32.32;0.05
2020;1;1;14;380.03;32.29;0.04
2020;1;1;15;249.93;31.56;0.04
2020;1;1;16;131.02;30.13;0.04
2020;1;1;17;25.74;27.51;0.04
2020;1;1;18;0.0;26.17;0.04
2020;1;1;19;0.0;25.51;0.03
2020;1;1;20;0.0;24.67;0.03
2020;1;1;21;0.0;23.83;0.05
2020;1;1;22;0.0;23.18;0.07
2020;1;1;23;0.0;22.69;0.08
2020;1;2;0;0.0;22.25;0.08
2020;1;2;1;0.0;21.85;0.07
2020;1;2;2;0.0;21.52;0.06
2020;1;2;3;0.0;21.29;0.05
2020;1;2;4;0.0;21.04;0.04
2020;1;2;5;0.0;20.64;0.03
2020;1;2;6;53.83;21.12;0.02
2020;1;2;7;237.16;23.3;0.0
2020;1;2;8;436.54;25.62;0.0
2020;1;2;9;504.31;28.55;0.0
2020;1;2;10;748.49;30.66;0.0
2020;1;2;11;814.49;32.17;0.0
2020;1;2;12;643.9;33.08;0.0
2020;1;2;13;664.88;33.39;0.0
2020;1;2;14;510.5;33.09;0.0
2020;1;2;15;340.15;32.15;0.0
2020;1;2;16;166.5;30.62;0.0
2020;1;2;17;27.58;27.78;0.0
2020;1;2;18;0.0;25.87;0.0
2020;1;2;19;0.0;25.08;0.0
2020;1;2;20;0.0;24.33;0.0
2020;1;2;21;0.0;23.61;0.0
2020;1;2;22;0.0;22.97;0.0
2020;1;2;23;0.0;22.45;0.0
2020;1;3;0;0.0;22.09;0.0
2020;1;3;1;0.0;21.68;0.0
2020;1;3;2;0.0;21.15;0.0
2020;1;3;3;0.0;20.55;0.0
2020;1;3;4;0.0;20.16;0.0
2020;1;3;5;0.0;20.02;0.0
2020;1;3;6;57.87;21.04;0.0
2020;1;3;7;294.74;24.0;0.0
2020;1;3;8;540.74;26.84;0.0
2020;1;3;9;741.81;29.33;0.0
2020;1;3;10;874.67;31.42;0.0
2020;1;3;11;943.95;32.94;0.0
2020;1;3;12;929.2;33.85;0.0
2020;1;3;13;808.63;34.12;0.0
2020;1;3;14;648.51;33.76;0.0
2020;1;3;15;440.29;32.81;0.0
2020;1;3;16;218.92;31.32;0.0
2020;1;3;17;30.84;28.48;0.0
2020;1;3;18;0.0;26.41;0.0
2020;1;3;19;0.0;25.59;0.0
2020;1;3;20;0.0;24.87;0.0
2020;1;3;21;0.0;24.15;0.0
2020;1;3;22;0.0;23.5;0.0
2020;1;3;23;0.0;22.99;0.0
2020;1;4;0;0.0;22.55;0.0
2020;1;4;1;0.0;21.94;0.0
2020;1;4;2;0.0;21.3;0.0
2020;1;4;3;0.0;20.57;0.0
2020;1;4;4;0.0;19.9;0.0
2020;1;4;5;0.0;19.33;0.0
2020;1;4;6;47.2;20.32;0.0
2020;1;4;7;258.64;24.01;0.0
2020;1;4;8;507.56;27.15;0.0
2020;1;4;9;705.43;29.6;0.0
2020;1;4;10;841.36;31.55;0.0
2020;1;4;11;951.59;33.04;0.0
2020;1;4;12;927.89;33.95;0.0
2020;1;4;13;825.58;34.31;0.0
2020;1;4;14;643.49;34.08;0.0
2020;1;4;15;434.38;33.32;0.0
2020;1;4;16;215.57;31.88;0.0
2020;1;4;17;32.34;28.62;0.0
2020;1;4;18;0.0;26.62;0.0
2020;1;4;19;0.0;25.76;0.0
2020;1;4;20;0.0;25.26;0.0
2020;1;4;21;0.0;24.94;0.0
2020;1;4;22;0.0;24.33;0.0
2020;1;4;23;0.0;23.73;0.01
2020;1;5;0;0.0;23.16;0.01
2020;1;5;1;0.0;22.55;0.01
2020;1;5;2;0.0;21.96;0.02
2020;1;5;3;0.0;21.51;0.01
2020;1;5;4;0.0;21.12;0.01
2020;1;5;5;0.0;20.85;0.01
2020;1;5;6;45.58;21.08;0.01
2020;1;5;7;208.17;22.42;0.0
2020;1;5;8;405.8;24.51;0.0
2020;1;5;9;578.03;26.73;0.0
2020;1;5;10;673.66;28.51;0.0
2020;1;5;11;766.99;29.73;0.0
2020;1;5;12;651.88;30.44;0.0
2020;1;5;13;545.65;30.67;0.0
2020;1;5;14;435.1;30.54;0.0
2020;1;5;15;305.17;29.94;0.0
2020;1;5;16;152.27;28.77;0.0
2020;1;5;17;26.28;26.95;0.0
2020;1;5;18;0.0;25.58;0.0
2020;1;5;19;0.0;24.83;0.0
2020;1;5;20;0.0;23.87;0.0
2020;1;5;21;0.0;23.36;0.0
2020;1;5;22;0.0;22.99;0.0
2020;1;5;23;0.0;22.56;0.0
2020;1;6;0;0.0;22.3;0.0
2020;1;6;1;0.0;21.65;0.0
2020;1;6;2;0.0;21.11;0.0
2020;1;6;3;0.0;20.57;0.0
2020;1;6;4;0.0;20.19;0.0
2020;1;6;5;0.0;20.05;0.0
2020;1;6;6;52.23;20.58;0.0
2020;1;6;7;277.27;22.42;0.0
2020;1;6;8;520.95;24.87;0.0
2020;1;6;9;701.81;27.19;0.0
2020;1;6;10;817.19;28.94;0.0
2020;1;6;11;813.56;30.15;0.0
2020;1;6;12;743.97;30.95;0.0
2020;1;6;13;637.53;31.35;0.0
2020;1;6;14;512.07;31.13;0.0
2020;1;6;15;344.35;30.38;0.0
2020;1;6;16;189.27;28.9;0.0
2020;1;6;17;31.42;27.02;0.0
2020;1;6;18;0.0;25.69;0.0
2020;1;6;19;0.0;25.13;0.0
2020;1;6;20;0.0;24.45;0.0
2020;1;6;21;0.0;23.81;0.0
2020;1;6;22;0.0;23.25;0.0
2020;1;6;23;0.0;22.76;0.01
2020;1;7;0;0.0;22.36;0.01
2020;1;7;1;0.0;22.01;0.01
2020;1;7;2;0.0;21.71;0.01
2020;1;7;3;0.0;21.37;0.01
2020;1;7;4;0.0;21.04;0.01
2020;1;7;5;0.0;20.85;0.01
2020;1;7;6;46.41;21.52;0.01
2020;1;7;7;267.37;23.77;0.0
2020;1;7;8;498.55;26.4;0.0
2020;1;7;9;603.5;29.05;0.0
2020;1;7;10;785.29;31.12;0.0
2020;1;7;11;878.47;32.56;0.0
2020;1;7;12;812.77;33.51;0.0
2020;1;7;13;753.99;33.8;0.0
2020;1;7;14;588.27;33.3;0.0
2020;1;7;15;399.02;32.59;0.0
2020;1;7;16;208.21;31.36;0.0
2020;1;7;17;36.36;28.81;0.0
2020;1;7;18;0.0;26.74;0.0
2020;1;7;19;0.0;25.72;0.0
2020;1;7;20;0.0;24.66;0.0
2020;1;7;21;0.0;23.8;0.0
2020;1;7;22;0.0;23.15;0.0
2020;1;7;23;0.0;22.68;0.0
2020;1;8;0;0.0;22.43;0.0
2020;1;8;1;0.0;22.48;0.0
2020;1;8;2;0.0;22.36;0.0
2020;1;8;3;0.0;21.73;0.0
2020;1;8;4;0.0;21.35;0.0
2020;1;8;5;0.0;21.12;0.0
2020;1;8;6;45.75;21.48;0.0
2020;1;8;7;213.77;23.6;0.0
2020;1;8;8;387.04;26.51;0.0
2020;1;8;9;550.8;28.9;0.0
2020;1;8;10;746.42;31.01;0.0
2020;1;8;11;861.23;32.53;0.0
2020;1;8;12;866.91;33.47;0.0
2020;1;8;13;703.15;33.82;0.0
2020;1;8;14;530.45;33.65;0.0
2020;1;8;15;357.11;32.87;0.0
2020;1;8;16;199.74;31.47;0.0
2020;1;8;17;37.1;28.9;0.0
2020;1;8;18;0.0;26.68;0.0
2020;1;8;19;0.0;25.65;0.0
2020;1;8;20;0.0;24.8;0.0
2020;1;8;21;0.0;24.11;0.0
2020;1;8;22;0.0;23.55;0.0
2020;1;8;23;0.0;23.18;0.0
2020;1;9;0;0.0;22.8;0.0
2020;1;9;1;0.0;22.17;0.0
2020;1;9;2;0.0;21.62;0.0
2020;1;9;3;0.0;21.15;0.0
2020;1;9;4;0.0;20.73;0.0
2020;1;9;5;0.0;20.24;0.0
2020;1;9;6;53.65;20.99;0.0
2020;1;9;7;242.44;24.01;0.0
2020;1;9;8;446.0;26.68;0.0
2020;1;9;9;644.45;28.83;0.0
2020;1;9;10;796.17;30.72;0.0
2020;1;9;11;846.2;32.27;0.0
2020;1;9;12;844.96;33.27;0.0
2020;1;9;13;735.34;33.61;0.0
2020;1;9;14;576.92;33.39;0.0
2020;1;9;15;396.37;32.59;0.0
2020;1;9;16;197.12;31.17;0.0
2020;1;9;17;32.86;28.48;0.0
2020;1;9;18;0.0;26.14;0.0
2020;1;9;19;0.0;24.94;0.0
2020;1;9;20;0.0;23.89;0.0
2020;1;9;21;0.0;23.05;0.0
2020;1;9;22;0.0;22.51;0.0
2020;1;9;23;0.0;21.94;0.0
2020;1;10;0;0.0;21.47;0.0
2020;1;10;1;0.0;21.08;0.0
2020;1;10;2;0.0;20.7;0.0
2020;1;10;3;0.0;20.24;0.0
2020;1;10;4;0.0;19.81;0.0
2020;1;10;5;0.0;19.47;0.0
2020;1;10;6;44.86;20.48;0.0
2020;1;10;7;203.33;23.48;0.0
2020;1;10;8;378.92;26.2;0.0
2020;1;10;9;471.72;28.25;0.0
2020;1;10;10;586.3;29.96;0.0
2020;1;10;11;791.18;31.37;0.0
2020;1;10;12;811.58;32.37;0.0
2020;1;10;13;720.1;32.88;0.0
2020;1;10;14;605.32;32.65;0.0
2020;1;10;15;411.13;31.69;0.0
2020;1;10;16;220.31;30.1;0.0
2020;1;10;17;36.16;27.29;0.0
2020;1;10;18;0.0;24.99;0.0
2020;1;10;19;0.0;23.93;0.0
2020;1;10;20;0.0;23.37;0.0
2020;1;10;21;0.0;22.88;0.0
2020;1;10;22;0.0;22.45;0.0
2020;1;10;23;0.0;22.08;0.0
2020;1;11;0;0.0;21.72;0.0
2020;1;11;1;0.0;21.45;0.0
2020;1;11;2;0.0;21.19;0.0
2020;1;11;3;0.0;21.01;0.0
2020;1;11;4;0.0;20.73;0.0
2020;1;11;5;0.0;20.55;0.0
2020;1;11;6;32.17;21.33;0.0
2020;1;11;7;128.02;24.22;0.0
2020;1;11;8;161.52;26.92;0.0
2020;1;11;9;238.51;29.15;0.0
2020;1;11;10;325.62;30.9;0.0
2020;1;11;11;337.02;32.21;0.0
2020;1;11;12;385.86;33.03;0.0
2020;1;11;13;408.24;33.36;0.0
2020;1;11;14;341.6;33.2;0.0
2020;1;11;15;233.07;32.45;0.0
2020;1;11;16;152.95;31.08;0.0
2020;1;11;17;32.72;28.44;0.0
2020;1;11;18;0.0;26.28;0.0
2020;1;11;19;0.0;25.17;0.0
2020;1;11;20;0.0;24.23;0.0
2020;1;11;21;0.0;23.44;0.0
2020;1;11;22;0.0;22.96;0.0
2020;1;11;23;0.0;22.75;0.0
2020;1;12;0;0.0;22.52;0.0
2020;1;12;1;0.0;22.2;0.0
2020;1;12;2;0.0;21.73;0.0
2020;1;12;3;0.0;21.08;0.0
2020;1;12;4;0.0;20.47;0.0
2020;1;12;5;0.0;19.94;0.0
2020;1;12;6;47.95;20.89;0.0
2020;1;12;7;213.63;24.1;0.0
2020;1;12;8;385.88;27.01;0.0
2020;1;12;9;548.3;29.27;0.0
2020;1;12;10;647.05;31.11;0.0
2020;1;12;11;739.45;32.42;0.0
2020;1;12;12;719.87;33.01;0.0
2020;1;12;13;584.3;32.98;0.0
2020;1;12;14;416.2;32.9;0.0
2020;1;12;15;294.17;31.73;0.0
2020;1;12;16;162.8;30.33;0.0
2020;1;12;17;32.9;28.39;0.0
2020;1;12;18;0.0;26.94;0.0
2020;1;12;19;0.0;26.16;0.0
2020;1;12;20;0.0;25.4;0.0
2020;1;12;21;0.0;24.51;0.0
2020;1;12;22;0.0;23.69;0.0
2020;1;12;23;0.0;23.05;0.0
2020;1;13;0;0.0;22.46;0.0
2020;1;13;1;0.0;21.88;0.0
2020;1;13;2;0.0;21.39;0.0
2020;1;13;3;0.0;20.99;0.0
2020;1;13;4;0.0;20.63;0.0
2020;1;13;5;0.0;20.33;0.0
2020;1;13;6;41.52;21.17;0.0
2020;1;13;7;150.39;23.94;0.0
2020;1;13;8;258.7;26.58;0.0
2020;1;13;9;391.19;28.94;0.0
2020;1;13;10;502.83;30.76;0.0
2020;1;13;11;467.84;32.23;0.0
2020;1;13;12;508.56;33.13;0.0
2020;1;13;13;485.64;33.39;0.0
2020;1;13;14;425.59;33.15;0.0
2020;1;13;15;249.13;32.42;0.0
2020;1;13;16;125.65;31.05;0.0
2020;1;13;17;31.01;28.58;0.0
2020;1;13;18;0.0;26.63;0.0
2020;1;13;19;0.0;25.76;0.0
2020;1;13;20;0.0;24.96;0.0
2020;1;13;21;0.0;24.26;0.0
2020;1;13;22;0.0;23.67;0.0
2020;1;13;23;0.0;23.12;0.0
2020;1;14;0;0.0;22.62;0.0
2020;1;14;1;0.0;22.16;0.0
2020;1;14;2;0.0;21.85;0.0
2020;1;14;3;0.0;21.6;0.0
2020;1;14;4;0.0;21.3;0.0
2020;1;14;5;0.0;20.99;0.0
2020;1;14;6;39.15;21.63;0.0
2020;1;14;7;161.67;23.84;0.0
2020;1;14;8;334.22;26.17;0.0
2020;1;14;9;492.75;28.59;0.0
2020;1;14;10;616.01;30.63;0.0
2020;1;14;11;633.81;32.18;0.0
2020;1;14;12;552.78;33.18;0.0
2020;1;14;13;508.46;33.62;0.0
2020;1;14;14;324.59;33.47;0.0
2020;1;14;15;221.49;32.72;0.0
2020;1;14;16;111.48;31.37;0.0
2020;1;14;17;25.13;28.84;0.0
2020;1;14;18;0.0;26.81;0.0
2020;1;14;19;0.0;25.69;0.0
2020;1;14;20;0.0;24.8;0.0
2020;1;14;21;0.0;24.08;0.0
2020;1;14;22;0.0;23.55;0.0
2020;1;14;23;0.0;23.12;0.0
2020;1;15;0;0.0;22.63;0.0
2020;1;15;1;0.0;22.17;0.0
2020;1;15;2;0.0;21.92;0.0
2020;1;15;3;0.0;21.75;0.0
2020;1;15;4;0.0;21.55;0.0
2020;1;15;5;0.0;21.33;0.0
2020;1;15;6;40.88;21.84;0.0
2020;1;15;7;187.55;24.38;0.0
2020;1;15;8;324.85;27.1;0.0
2020;1;15;9;421.56;29.37;0.0
2020;1;15;10;540.89;31.23;0.0
2020;1;15;11;564.6;32.72;0.0
2020;1;15;12;601.49;33.77;0.0
2020;1;15;13;536.31;34.23;0.0
2020;1;15;14;419.08;34.12;0.0
2020;1;15;15;288.7;33.36;0.0
2020;1;15;16;137.05;31.93;0.0
2020;1;15;17;27.2;29.34;0.0
2020;1;15;18;0.0;27.37;0.0
2020;1;15;19;0.0;26.32;0.0
2020;1;15;20;0.0;25.37;0.0
2020;1;15;21;0.0;24.61;0.0
2020;1;15;22;0.0;24.01;0.0
2020;1;15;23;0.0;23.54;0.0
2020;1;16;0;0.0;23.15;0.0
2020;1;16;1;0.0;22.89;0.0
2020;1;16;2;0.0;22.65;0.0
2020;1;16;3;0.0;22.3;0.0
2020;1;16;4;0.0;21.88;0.0
2020;1;16;5;0.0;21.65;0.0
2020;1;16;6;36.88;22.54;0.0
2020;1;16;7;161.9;25.38;0.0
2020;1;16;8;297.73;28.26;0.0
2020;1;16;9;332.59;30.69;0.0
2020;1;16;10;433.7;32.83;0.0
2020;1;16;11;460.05;34.4;0.0
2020;1;16;12;403.65;35.37;0.0
2020;1;16;13;387.81;35.73;0.0
2020;1;16;14;279.51;35.51;0.0
2020;1;16;15;210.27;34.68;0.0
2020;1;16;16;127.96;33.11;0.0
2020;1;16;17;36.2;30.39;0.0
2020;1;16;18;0.0;28.27;0.0
2020;1;16;19;0.0;27.28;0.0
2020;1;16;20;0.0;26.52;0.0
2020;1;16;21;0.0;25.9;0.0
2020;1;16;22;0.0;25.32;0.0
2020;1;16;23;0.0;24.73;0.0
2020;1;17;0;0.0;24.19;0.0
2020;1;17;1;0.0;23.69;0.0
2020;1;17;2;0.0;23.37;0.0
2020;1;17;3;0.0;22.96;0.0
2020;1;17;4;0.0;22.58;0.0
2020;1;17;5;0.0;22.28;0.0
2020;1;17;6;40.06;23.17;0.0
2020;1;17;7;190.92;25.79;0.0
2020;1;17;8;341.42;28.38;0.0
2020;1;17;9;492.17;30.39;0.0
2020;1;17;10;603.5;31.88;0.0
2020;1;17;11;659.73;33.08;0.0
2020;1;17;12;639.33;33.92;0.0
2020;1;17;13;559.36;34.22;0.0
2020;1;17;14;407.42;33.94;0.0
2020;1;17;15;301.52;33.08;0.0
2020;1;17;16;171.66;31.6;0.0
2020;1;17;17;37.09;29.33;0.0
2020;1;17;18;0.0;27.44;0.0
2020;1;17;19;0.0;26.55;0.0
2020;1;17;20;0.0;25.9;0.0
2020;1;17;21;0.0;25.37;0.0
2020;1;17;22;0.0;24.87;0.0
2020;1;17;23;0.0;24.4;0.0
2020;1;18;0;0.0;23.98;0.0
2020;1;18;1;0.0;23.51;0.0
2020;1;18;2;0.0;23.09;0.0
2020;1;18;3;0.0;22.8;0.0
2020;1;18;4;0.0;22.58;0.0
2020;1;18;5;0.0;22.35;0.0
2020;1;18;6;39.05;23.29;0.0
2020;1;18;7;143.04;26.23;0.0
2020;1;18;8;262.86;29.19;0.0
2020;1;18;9;246.86;31.56;0.0
2020;1;18;10;420.39;33.25;0.0
2020;1;18;11;445.16;34.41;0.0
2020;1;18;12;519.88;35.12;0.0
2020;1;18;13;425.58;35.38;0.0
2020;1;18;14;336.14;35.07;0.0
2020;1;18;15;231.23;34.31;0.0
2020;1;18;16;126.17;32.86;0.0
2020;1;18;17;36.05;30.39;0.0
2020;1;18;18;0.0;28.32;0.0
2020;1;18;19;0.0;27.4;0.0
2020;1;18;20;0.0;26.65;0.0
2020;1;18;21;0.0;26.02;0.0
2020;1;18;22;0.0;25.51;0.0
2020;1;18;23;0.0;25.03;0.0
2020;1;19;0;0.0;24.62;0.0
2020;1;19;1;0.0;24.22;0.0
2020;1;19;2;0.0;23.76;0.0
2020;1;19;3;0.0;23.3;0.0
2020;1;19;4;0.0;22.95;0.0
2020;1;19;5;0.0;22.7;0.0
2020;1;19;6;27.98;23.41;0.0
2020;1;19;7;99.12;25.73;0.0
2020;1;19;8;182.64;28.05;0.0
2020;1;19;9;265.98;30.02;0.0
2020;1;19;10;358.94;31.6;0.0
2020;1;19;11;397.76;32.83;0.0
2020;1;19;12;471.92;33.31;0.0
2020;1;19;13;444.23;33.08;0.0
2020;1;19;14;373.28;32.14;0.0
2020;1;19;15;244.68;30.89;0.0
2020;1;19;16;121.49;29.49;0.0
2020;1;19;17;31.48;27.81;0.0
2020;1;19;18;0.0;26.51;0.0
2020;1;19;19;0.0;25.8;0.0
2020;1;19;20;0.0;25.3;0.0
2020;1;19;21;0.0;24.88;0.0
2020;1;19;22;0.0;24.52;0.0
2020;1;19;23;0.0;24.12;0.0
2020;1;20;0;0.0;23.69;0.0
2020;1;20;1;0.0;23.33;0.0
2020;1;20;2;0.0;22.98;0.0
2020;1;20;3;0.0;22.68;0.0
2020;1;20;4;0.0;22.45;0.0
2020;1;20;5;0.0;22.18;0.0
2020;1;20;6;20.38;22.94;0.0
2020;1;20;7;79.19;25.31;0.05
2020;1;20;8;228.91;27.71;0.09
2020;1;20;9;361.63;29.69;0.11
2020;1;20;10;478.42;30.58;0.13
2020;1;20;11;538.72;30.8;0.13
2020;1;20;12;614.58;30.89;0.14
2020;1;20;13;624.36;30.87;0.14
2020;1;20;14;453.38;30.76;0.13
2020;1;20;15;335.02;30.25;0.13
2020;1;20;16;166.38;29.19;0.14
2020;1;20;17;33.37;27.44;0.13
2020;1;20;18;0.0;26.19;0.12
2020;1;20;19;0.0;25.44;0.1
2020;1;20;20;0.0;24.87;0.06
2020;1;20;21;0.0;24.42;0.05
2020;1;20;22;0.0;24.06;0.05
2020;1;20;23;0.0;23.76;0.07
2020;1;21;0;0.0;23.58;0.07
2020;1;21;1;0.0;23.54;0.07
2020;1;21;2;0.0;23.48;0.07
2020;1;21;3;0.0;23.31;0.08
2020;1;21;4;0.0;22.99;0.1
2020;1;21;5;0.0;22.59;0.13
2020;1;21;6;26.34;22.7;0.1
2020;1;21;7;114.66;23.62;0.54
2020;1;21;8;238.42;24.82;0.68
2020;1;21;9;365.99;27.08;0.69
2020;1;21;10;488.57;29.11;0.77
2020;1;21;11;553.16;30.87;0.99
2020;1;21;12;572.09;32.19;1.0
2020;1;21;13;560.05;32.8;1.06
2020;1;21;14;367.65;32.69;0.99
2020;1;21;15;249.52;31.8;0.9
2020;1;21;16;104.66;30.25;0.75
2020;1;21;17;30.24;27.85;0.64
2020;1;21;18;0.0;26.85;0.52
2020;1;21;19;0.0;26.48;0.42
2020;1;21;20;0.0;26.12;0.36
2020;1;21;21;0.0;25.69;0.57
2020;1;21;22;0.0;25.17;0.64
2020;1;21;23;0.0;24.54;0.62
2020;1;22;0;0.0;23.83;0.95
2020;1;22;1;0.0;23.11;0.87
2020;1;22;2;0.0;22.4;0.73
2020;1;22;3;0.0;21.72;0.51
2020;1;22;4;0.0;21.37;0.35
2020;1;22;5;0.0;21.26;0.26
2020;1;22;6;14.94;21.49;0.19
2020;1;22;7;29.59;22.39;0.01
2020;1;22;8;93.2;23.73;0.03
2020;1;22;9;181.23;24.37;0.06
2020;1;22;10;361.45;25.24;0.06
2020;1;22;11;323.27;26.22;0.07
2020;1;22;12;484.54;26.43;0.09
2020;1;22;13;434.82;25.9;0.1
2020;1;22;14;343.92;25.1;0.11
2020;1;22;15;223.8;24.38;0.13
2020;1;22;16;108.53;23.62;0.16
2020;1;22;17;35.93;22.95;0.15
2020;1;22;18;0.0;22.61;0.11
2020;1;22;19;0.0;22.53;0.07
2020;1;22;20;0.0;22.63;0.07
2020;1;22;21;0.0;23.03;0.05
2020;1;22;22;0.0;23.07;0.03
2020;1;22;23;0.0;22.88;0.03
2020;1;23;0;0.0;22.37;0.02
2020;1;23;1;0.0;22.07;0.03
2020;1;23;2;0.0;21.8;0.02
2020;1;23;3;0.0;21.58;0.02
2020;1;23;4;0.0;21.34;0.02
2020;1;23;5;0.0;20.94;0.02
2020;1;23;6;33.29;21.39;0.02
2020;1;23;7;188.59;23.4;0.0
2020;1;23;8;394.25;25.37;0.0
2020;1;23;9;521.11;28.12;0.0
2020;1;23;10;591.52;30.08;0.0
2020;1;23;11;617.44;31.58;0.0
2020;1;23;12;589.1;32.62;0.0
2020;1;23;13;529.3;32.99;0.0
2020;1;23;14;394.34;32.8;0.0
2020;1;23;15;279.79;31.87;0.0
2020;1;23;16;141.59;30.55;0.0
2020;1;23;17;30.92;27.94;0.0
2020;1;23;18;0.0;26.15;0.0
2020;1;23;19;0.0;25.4;0.0
2020;1;23;20;0.0;24.87;0.0
2020;1;23;21;0.0;24.4;0.0
2020;1;23;22;0.0;23.96;0.0
2020;1;23;23;0.0;23.44;0.0
2020;1;24;0;0.0;22.88;0.0
2020;1;24;1;0.0;22.46;0.0
2020;1;24;2;0.0;22.09;0.0
2020;1;24;3;0.0;21.69;0.0
2020;1;24;4;0.0;21.44;0.0
2020;1;24;5;0.0;21.26;0.0
2020;1;24;6;28.49;21.63;0.0
2020;1;24;7;113.59;23.39;0.11
2020;1;24;8;239.52;25.42;0.09
2020;1;24;9;291.37;27.66;0.08
2020;1;24;10;409.05;29.26;0.1
2020;1;24;11;463.67;30.31;0.12
2020;1;24;12;424.84;31.02;0.12
2020;1;24;13;371.45;31.31;0.11
2020;1;24;14;330.27;31.01;0.1
2020;1;24;15;244.61;30.09;0.09
2020;1;24;16;118.1;28.69;0.09
2020;1;24;17;23.84;26.56;0.07
2020;1;24;18;0.0;25.15;0.06
2020;1;24;19;0.0;24.46;0.07
2020;1;24;20;0.0;23.96;0.05
2020;1;24;21;0.0;23.49;0.05
2020;1;24;22;0.0;23.01;0.05
2020;1;24;23;0.0;22.48;0.05
2020;1;25;0;0.0;21.8;0.04
2020;1;25;1;0.0;21.19;0.05
2020;1;25;2;0.0;20.69;0.05
2020;1;25;3;0.0;20.26;0.04
2020;1;25;4;0.0;19.9;0.04
2020;1;25;5;0.0;19.75;0.03
2020;1;25;6;31.14;20.4;0.03
2020;1;25;7;187.71;21.67;0.03
2020;1;25;8;365.27;23.67;0.02
2020;1;25;9;440.02;26.54;0.03
2020;1;25;10;544.47;29.03;0.03
2020;1;25;11;523.45;30.33;0.05
2020;1;25;12;576.08;30.94;0.06
2020;1;25;13;441.33;31.15;0.07
2020;1;25;14;364.23;31.22;0.07
2020;1;25;15;248.15;30.23;0.06
2020;1;25;16;135.59;29.08;0.05
2020;1;25;17;36.59;26.96;0.04
2020;1;25;18;0.0;25.55;0.04
2020;1;25;19;0.0;24.97;0.03
2020;1;25;20;0.0;24.58;0.02
2020;1;25;21;0.0;24.26;0.02
2020;1;25;22;0.0;23.91;0.02
2020;1;25;23;0.0;23.48;0.02
2020;1;26;0;0.0;22.94;0.02
2020;1;26;1;0.0;22.37;0.03
2020;1;26;2;0.0;21.74;0.04
2020;1;26;3;0.0;21.15;0.04
2020;1;26;4;0.0;20.89;0.04
2020;1;26;5;0.0;20.64;0.04
2020;1;26;6;32.8;20.95;0.05
2020;1;26;7;162.0;22.33;0.12
2020;1;26;8;330.64;24.47;0.09
2020;1;26;9;427.54;27.3;0.1
2020;1;26;10;539.66;29.56;0.12
2020;1;26;11;538.8;30.95;0.16
2020;1;26;12;497.55;31.65;0.19
2020;1;26;13;458.25;31.62;0.21
2020;1;26;14;327.05;31.04;0.22
2020;1;26;15;237.98;30.03;0.23
2020;1;26;16;111.98;28.58;0.23
2020;1;26;17;34.41;26.37;0.24
2020;1;26;18;0.0;24.98;0.26
2020;1;26;19;0.0;24.39;0.26
2020;1;26;20;0.0;24.03;0.27
2020;1;26;21;0.0;23.59;0.3
2020;1;26;22;0.0;23.04;0.33
2020;1;26;23;0.0;22.4;0.39
2020;1;27;0;0.0;21.8;0.44
2020;1;27;1;0.0;21.3;0.47
2020;1;27;2;0.0;20.86;0.41
2020;1;27;3;0.0;20.51;0.33
2020;1;27;4;0.0;20.3;0.25
2020;1;27;5;0.0;20.24;0.22
2020;1;27;6;28.2;20.67;0.14
2020;1;27;7;169.98;21.85;0.0
2020;1;27;8;379.53;23.78;0.0
2020;1;27;9;550.16;27.02;0.0
2020;1;27;10;726.55;29.97;0.0
2020;1;27;11;757.95;31.73;0.0
2020;1;27;12;676.61;32.38;0.0
2020;1;27;13;595.42;32.53;0.0
2020;1;27;14;424.05;32.33;0.0
2020;1;27;15;287.77;31.56;0.0
2020;1;27;16;145.22;30.46;0.0
2020;1;27;17;37.02;27.96;0.0
2020;1;27;18;0.0;26.29;0.0
2020;1;27;19;0.0;25.52;0.0
2020;1;27;20;0.0;24.86;0.01
2020;1;27;21;0.0;24.26;0.01
2020;1;27;22;0.0;23.73;0.01
2020;1;27;23;0.0;23.33;0.01
2020;1;28;0;0.0;22.72;0.01
2020;1;28;1;0.0;22.11;0.01
2020;1;28;2;0.0;21.58;0.01
2020;1;28;3;0.0;21.1;0.01
2020;1;28;4;0.0;20.68;0.01
2020;1;28;5;0.0;20.42;0.0
2020;1;28;6;30.02;20.83;0.0
2020;1;28;7;131.37;22.56;0.0
2020;1;28;8;254.62;25.37;0.0
2020;1;28;9;365.98;28.19;0.0
2020;1;28;10;556.33;30.26;0.0
2020;1;28;11;548.34;31.73;0.0
2020;1;28;12;615.05;32.51;0.0
2020;1;28;13;575.09;32.63;0.0
2020;1;28;14;423.7;32.27;0.0
2020;1;28;15;296.41;31.48;0.0
2020;1;28;16;166.03;30.07;0.0
